objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Paint the Roses","253759","0","0","0","1","0","0","0","0","0","0","0","1","","2 - 5 players
50 - 70 min
C-B-1","","","","139487243","6.39486","7.15307","2.4426","1610","5098","thing","Paint the Roses","2","5","70","70","50","2022","2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"PAIRZI","327376","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","146488749","0","5.45455","1","0","120","thing","PAIRZI","2","6","15","15","5","2019","","","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pakal","274349","0","0","0","1","0","0","0","0","0","0","0","3","","2-4 players
20 min 
S-2-2","","","","147069422","5.85842","6.94348","1.2273","4238","1817","thing","Pakal","2","4","20","20","20","2020","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Palace of Mad King Ludwig","223278","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 players
75 min
B-A-1","","","","139486939","5.98644","6.85283","2.8261","3285","2874","thing","The Palace of Mad King Ludwig","2","4","75","75","75","2017","2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Panda Royale","398996","7","2","0","1","0","0","0","0","0","0","0","3","","2 - 10 Players
20 - 30 minutes
C-B-2","","","","147178354","6.15772","7.34234","1.1579","2405","3019","thing","Panda Royale","2","10","30","30","20","2024","3,4,5,6,7,8,9,10","5,6,7","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic","30549","7.9","2","0","1","0","0","0","0","0","0","0","3","","2 - 4 players
45 min
S-2-3","","","","139486895","7.40206","7.51183","2.3936","174","227758","thing","Pandemic","2","4","45","45","45","2008","1,2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic Legacy: Season 1","161936","8.5","4","0","1","0","0","0","0","0","0","0","3","","2 - 4 players","","","","135499177","8.34459","8.50181","2.8282","3","89756","thing","Pandemic Legacy: Season 1","2","4","60","60","60","2015","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic: Hot Zone – North America","301919","8","1","0","1","0","0","0","0","0","0","0","3","","2-4 Players
30 Min 
C-A-1","","","","142834935","6.23369","6.95846","1.8667","2117","9850","thing","Pandemic: Hot Zone – North America","2","4","30","30","30","2020","1,2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic: On the Brink","40849","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","146488553","7.68721","8.02792","2.6536","0","54093","thing","Pandemic: On the Brink","2","5","45","45","45","2009","1,2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Pandemic: Rapid Response","280789","6.9","1","0","1","0","0","0","0","0","0","0","3","","","","","","147522077","6.07302","6.5473","2.1186","2817","9697","thing","Pandemic: Rapid Response","2","4","20","20","20","2019","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic: State of Emergency","168703","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","140198989","6.38526","7.5629","2.6471","0","10784","thing","Pandemic: State of Emergency","2","4","45","45","45","2015","1,2,3,4","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Paperback Adventures","338468","0","0","0","1","0","0","0","0","0","0","0","3","","1 - 2 players
50 - 150 minutes 
C-C-4
Adventure
Need adventure Expanison to play","","","","138695619","6.03059","7.59953","2.7857","3042","2704","thing","Paperback Adventures","1","2","150","150","50","2022","1,2","1","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Paperback Adventures: Damsel","341083","0","0","0","1","0","0","0","0","0","0","0","3","","C-C-4
Expansion","","","","138695627","5.64041","7.78064","3","0","1701","thing","Paperback Adventures: Damsel","1","2","150","150","50","2022","1,2","1","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Paperback Adventures: Ex Machina","341088","0","0","0","1","0","0","0","0","0","0","0","3","","C-C-4
Expansion","","","","138695633","5.6308","7.67249","2.6667","0","1646","thing","Paperback Adventures: Ex Machina","1","2","150","150","50","2022","1","1","14+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"Paperback Adventures: Plothook","341094","0","0","0","1","0","0","0","0","0","0","0","3","","C-C-4
Expanison","","","","138695650","5.61036","7.74993","2.6667","0","1633","thing","Paperback Adventures: Plothook","1","2","150","150","50","2022","1","1","14+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"Parks","266524","0","0","0","1","0","0","0","0","0","0","0","3","","1-5 players
30-60 Min 
S-2-2","","","","146488028","7.39342","7.61151","2.1289","181","54115","thing","Parks","1","5","60","60","30","2019","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Parks: Nightfall","298729","0","0","0","1","0","0","0","0","0","0","0","3","","Expansion 
S-2-2","","","","146488036","7.18203","8.13998","2.2353","0","19778","thing","Parks: Nightfall","1","5","70","70","40","2021","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Parks: Roll & Hike","424980","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","136185306","5.69669","7.04013","2","6422","1704","thing","Parks: Roll & Hike","1","4","40","40","20","2024","1,2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Patchwork Specials: 10 Year Anniversary Edition","163412","8","1","0","1","0","0","0","0","0","0","0","3","","2 player
30 minutes
C-B-4","","","","136158954","7.47126","7.57754","1.5967","148","124059","thing","Patchwork","2","2","30","30","15","2024","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Lookout Games","English","2024","English edition"
"Penny Black","394961","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 players
20 Min 
S-2-4","","","","135498585","5.76101","7.05789","1.7692","5326","1191","thing","Penny Black","2","4","20","20","0","2023","2,3,4","3","10+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Perch","387560","0","0","0","1","0","0","0","0","0","0","0","3","","2-5 players
30-60 min
S-3-5","","","","142291537","5.97113","7.03701","2.1818","3380","2605","thing","Perch","2","5","60","60","30","2025","2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"The Perfect Wave","388683","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 player
30 - 60 minutes","","","","139480907","5.57077","6.96015","2","11353","376","thing","The Perfect Wave","2","4","60","60","30","2023","2,3,4","2,3,4","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Petiquette","443982","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","140295356","5.66197","6.51853","1.1818","7219","1124","thing","Petiquette","2","6","20","20","20","2025","4,5,6","5,6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pick 'n Packers","453785","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","140259279","5.61614","6.67788","1","8698","718","thing","Pick 'n Packers","3","6","20","20","20","2025","4,5,6","5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Picnic Twist","380163","7.2","1","0","1","0","0","0","0","0","0","0","3","","","","","","140312844","0","7.02045","2","0","58","thing","Picnic Twist","1","9","0","0","0","2023","2,3,4,5,6,7,8,9","2,3,4,5","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Pictionary Air","272889","0","0","0","1","0","0","0","0","0","0","0","3","","4+ players","","","","135497457","5.53618","5.74589","1","15488","2356","thing","Pictionary Air","3","12","60","60","15","2019","3,4,5,6,7,8","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Piggy Piggy","416850","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 6 players","","","","135496859","5.59782","6.59005","1.3333","9589","938","thing","Piggy Piggy","2","6","20","20","15","2024","2,3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pillars of Fate","440941","0","0","0","1","0","0","0","0","0","0","0","3","","2 players
30 - 45 minutes 
C-B-1

Card battler","","","","138695803","5.77777","7.70893","1.8889","5087","1597","thing","Pillars of Fate","2","2","45","45","30","2025","2","2","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Piñatas","446249","0","0","0","1","0","0","0","0","0","0","0","3","","2-5 Players
30 Minutes
C-B-3","","","","147925049","5.84285","7.37452","1.2857","4390","1410","thing","Piñatas","2","5","40","40","30","2025","3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pirates of the High Teas","421974","0","0","0","1","0","0","0","0","0","0","0","3","","1-4 players
30-45 min 
S-2-3","","","","146873692","5.63146","7.87446","2","8124","647","thing","Pirates of the High Teas","1","4","45","45","30","2026","1,2,3,4","3","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Pitch Out","255635","0","0","0","1","0","0","0","0","0","0","0","3","","2 Players
5-10 Min
C-A-2","","","","136402042","5.60512","6.99113","1","9225","560","thing","Pitch Out","2","2","10","10","5","2020","2","2","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Plague Inc.: The Board Game","195162","8.5","1","0","1","0","0","0","0","0","0","0","3","","1 - 4 players 
60 minutes
Area control 

Really liked the video game version of this game. was excited to get my hands on this game. This game is good. It does a good job of being a board game version of the video game.","","","","135501899","6.43365","7.34466","2.1405","1502","6987","thing","Plague Inc.: The Board Game","1","4","60","60","60","2017","1,2,3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Plague Inc.: The Board Game – Armageddon","278166","0","0","0","1","0","0","0","0","0","0","0","3","","Expansion","","","","139209425","5.72705","7.83694","2.4545","0","1684","thing","Plague Inc.: The Board Game – Armageddon","1","5","75","75","45","2019","1,2,3,4,5","3,4","12+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Planet Defenders","204879","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 players","","","","135498056","5.66749","6.54151","2.1818","7090","1143","thing","Planet Defenders","2","4","60","60","30","2016","2,3,4","2,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Planet Unknown","258779","0","0","0","1","0","0","0","0","0","0","0","3","","1 - 6 players
60-80 minutes
S-5-5","","","","136096169","7.4144","7.75857","2.2527","167","21429","thing","Planet Unknown","1","6","80","80","60","2022","1,2,3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Planta Nubo","388339","0","0","0","1","0","0","0","0","0","0","0","3","","1-4 players
30-120 min 
S-3-3","","","","147069568","6.03204","7.20228","3.9211","3030","2433","thing","Planta Nubo","1","4","120","120","30","2023","1,2,3","2","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Please Don't Burn My Village!","438119","8.5","2","0","1","0","0","0","0","0","0","0","3","","2 - 5 Players
20 - 30 minutes
C-B-2","","","","136060911","5.62019","6.40454","1.5","8543","545","thing","Please Don't Burn My Village!","2","5","30","30","20","2025","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pocket Paragons: Origins","321240","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","140312612","5.54364","7.57459","1.6667","14249","207","thing","Pocket Paragons: Origins","2","2","15","15","3","2022","2","2","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Poetry for Neanderthals","312786","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 12 players
15 minutes
C-B-5","","","","135496574","6.1633","6.6415","1.1111","2379","12546","thing","Poetry for Neanderthals","2","12","15","15","15","2020","4,5,6,7,8,9,10,12","6,8","8+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Poker","1115","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 6 players","","","","135496972","6.46528","6.72259","2.4254","1412","12021","thing","Poker","2","10","60","60","60","1810","3,4,5,6,7,8,9","5,6","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
